wda_id,ad_id,intersect_area_m2,district_pop_in_overlap,district_total_pop,wda_total_pop,district_overlap_pct,wda_pop_in_overlap,wda_overlap_pct,is_display_eligible
WDA_022,AD67,83045261.78674595,251049,472184,2529660,53.16762109686055,251049,9.92421906501269,True
WDA_022,AD68,31525615.002237994,84911,483589,2529660,17.55850525963163,84911,3.356617094787442,True
WDA_022,AD69,567.4648783512847,0,477955,2529660,0.0,0,0.0,False
WDA_022,AD70,130435529.07086845,419771,471258,2529660,89.07456212944926,419771,16.593969150004348,True
WDA_022,AD71,526378972.20692974,202386,493478,2529660,41.0121626496014,202386,8.000521809254998,True
WDA_022,AD72,594984295.0516446,494726,494726,2529660,100.0,494726,19.557015567309442,True
WDA_022,AD73,280185363.20650166,499620,499880,2529660,99.94798751700408,499620,19.750480301700623,True
WDA_022,AD74,253828911.255281,196951,511047,2529660,38.538725400990515,196951,7.785670801609703,True
WDA_023,AD62,18141.477866156692,0,470768,634730,0.0,0,0.0,False
WDA_023,AD65,15589139.090024486,74259,501352,634730,14.811749030621199,74259,11.699305216391222,True
WDA_023,AD66,68696553.63015762,167988,472694,634730,35.53842443525833,167988,26.46605643344414,True
WDA_023,AD69,186022805.62067157,392483,477955,634730,82.11714491950079,392483,61.83463835016464,True
WDA_023,AD72,956.6806487645288,0,494726,634730,0.0,0,0.0,False
WDA_024,AD14,136004105.44966567,116448,474886,116448,24.521253521897886,116448,100.0,True
WDA_025,AD36,10135623039.017458,294178,480861,2418185,61.177346468106165,294178,12.165239632203491,True
WDA_025,AD47,5806715102.862914,403017,516843,2418185,77.97667763711611,403017,16.666094612281526,True
WDA_025,AD50,48001.40879591155,0,488463,2418185,0.0,0,0.0,False
WDA_025,AD53,80372.46370569109,0,477425,2418185,0.0,0,0.0,False
WDA_025,AD58,335557967.18437,481331,494481,2418185,97.34064605111217,481331,19.904639223219068,True
WDA_025,AD59,496.8041121664134,0,471260,2418185,0.0,0,0.0,False
WDA_025,AD60,790961359.237448,467518,467518,2418185,100.0,467518,19.33342568910154,True
WDA_025,AD63,947986617.8692557,481049,481049,2418185,100.0,481049,19.89297758442799,True
WDA_025,AD71,897751413.7595168,291092,493478,2418185,58.9878373503986,291092,12.03762325876639,True
WDA_025,AD75,20500.639109568237,0,474296,2418185,0.0,0,0.0,False
WDA_026,AD10,301359923.94472456,516057,516057,1585055,100.0,516057,32.55767150035803,True
WDA_026,AD11,133545749.37500565,974,520428,1585055,0.1871536504569316,974,0.0614489718022403,False
WDA_026,AD05,2.2066981701007053,0,497826,1585055,0.0,0,0.0,False
WDA_026,AD06,388854109.2606671,517094,517094,1585055,100.0,517094,32.623095097646456,True
WDA_026,AD07,417951582.1832465,495558,495558,1585055,100.0,495558,31.26440407430657,True
WDA_026,AD09,1333675250.4978442,55372,477444,1585055,11.597590502760532,55372,3.4933803558867043,True
WDA_027,AD29,3601310737.9219346,64209,499659,64209,12.85056408470577,64209,100.0,True
WDA_028,AD34,41190337566.78488,330445,526113,2181654,62.80875021145648,330445,15.146535610137995,True
WDA_028,AD36,6733524657.649566,6981,480861,2181654,1.4517708859732854,6981,0.319986578990069,True
WDA_028,AD39,944764251.2927697,208314,481961,2181654,43.222169428646716,208314,9.548443520374908,True
WDA_028,AD41,847272404.1249537,120998,483563,2181654,25.0221791162682,120998,5.546159015132555,True
WDA_028,AD45,381183854.9627712,488449,488449,2181654,100.0,488449,22.38893060036101,True
WDA_028,AD47,1311985131.8789673,113826,516843,2181654,22.023322362883892,113826,5.217417610675203,True
WDA_028,AD50,309043054.2315421,488463,488463,2181654,100.0,488463,22.389572315316727,True
WDA_028,AD53,200099632.95218712,322808,477425,2181654,67.61438969471645,322808,14.796480101794327,True
WDA_028,AD58,9323964.897132974,13150,494481,2181654,2.6593539488878237,13150,0.6027536905485471,True
WDA_028,AD59,145192855.43898356,88220,471260,2181654,18.72002716122735,88220,4.043720956668656,True
WDA_028,AD63,6128.502817710388,0,481049,2181654,0.0,0,0.0,False
WDA_029,AD36,14.882410680075736,0,480861,3298634,0.0,0,0.0,False
WDA_029,AD71,74802.59958029455,0,493478,3298634,0.0,0,0.0,False
WDA_029,AD74,1015670000.0105486,314096,511047,3298634,61.461274599009485,314096,9.522002137854638,True
WDA_029,AD75,8484732729.480305,474296,474296,3298634,100.0,474296,14.37855791215394,True
WDA_029,AD76,552118030.9739884,470607,470607,3298634,100.0,470607,14.26672374079695,True
WDA_029,AD77,905493332.0668734,508499,508499,3298634,100.0,508499,15.415441664640575,True
WDA_029,AD78,322223854.7465848,511710,511710,3298634,100.0,511710,15.51278498918037,True
WDA_029,AD79,157363440.47541094,503727,503727,3298634,100.0,503727,15.270775721101524,True
WDA_029,AD80,283783890.1270442,515699,515699,3298634,100.0,515699,15.633713834272003,True
WDA_030,AD12,23895.653779565917,0,486148,873766,0.0,0,0.0,False
WDA_030,AD17,193507272.44531026,517614,517813,873766,99.96156913789342,517614,59.23943023647064,True
WDA_030,AD18,121092.17194894813,0,483986,873766,0.0,0,0.0,False
WDA_030,AD19,406963299.1900796,356152,503359,873766,70.75506745682505,356152,40.76056976352936,True
WDA_031,AD13,1268534206.916012,487894,487894,779233,100.0,487894,62.612081367190555,True
WDA_031,AD09,2426345627.3551135,291339,477444,779233,61.02055947922689,291339,37.387918632809445,True
WDA_032,AD23,87537213.57646434,139039,473417,1238854,29.369245295373847,139039,11.223194985042628,True
WDA_032,AD24,53005065.515512,114586,477850,1238854,23.979491472219316,114586,9.249354645503022,True
WDA_032,AD25,190946881.22583944,476158,496423,1238854,95.91779591195412,476158,38.435360421809186,True
WDA_032,AD26,76044963.31257215,121779,471948,1238854,25.80347834930967,121779,9.82997189337888,True
WDA_032,AD28,201670986.7686874,327772,472289,1238854,69.40072709717991,327772,26.45767782159964,True
